iter	Passed	Remaining
206	2059	7890
207	2070	7882
208	2080	7874
209	2090	7862
210	2099	7851
211	2109	7840
212	2119	7830
213	2128	7817
214	2136	7802
215	2147	7795
216	2157	7784
217	2166	7773
218	2176	7761
219	2185	7746
220	2193	7733
221	2203	7721
222	2213	7713
223	2222	7699
224	2232	7689
225	2242	7678
226	2251	7668
227	2260	7655
228	2269	7639
229	2277	7625
230	2287	7616
231	2297	7605
232	2307	7596
233	2317	7584
234	2327	7575
235	2336	7564
236	2347	7557
237	2356	7545
238	2365	7533
239	2374	7519
240	2383	7505
241	2391	7492
242	2400	7477
243	2408	7462
244	2417	7451
245	2426	7437
246	2435	7426
247	2446	7416
248	2455	7406
249	2464	7394
250	2476	7388
251	2486	7381
252	2496	7371
253	2507	7363
254	2516	7351
255	2526	7342
256	2537	7335
257	2547	7326
258	2555	7311
259	2564	7300
260	2574	7288
261	2583	7275
262	2591	7263
263	2600	7251
264	2611	7242
265	2621	7232
266	2630	7221
267	2640	7212
268	2649	7201
269	2659	7190
270	2670	7182
271	2680	7174
272	2690	7164
273	2699	7152
274	2707	7138
275	2718	7131
276	2728	7121
277	2737	7109
278	2747	7099
279	2756	7088
280	2766	7078
281	2776	7069
282	2786	7059
283	2796	7050
284	2807	7042
285	2816	7030
286	2825	7019
287	2835	7008
288	2844	6998
289	2855	6990
290	2864	6978
291	2874	6968
292	2883	6957
293	2894	6949
294	2903	6939
295	2913	6930
296	2923	6920
297	2933	6910
298	2943	6900
299	2953	6890
300	2963	6882
301	2975	6876
302	2986	6870
303	2997	6862
304	3006	6850
305	3014	6837
306	3023	6824
307	3032	6812
308	3040	6800
309	3049	6786
310	3058	6774
311	3067	6764
312	3077	6753
313	3085	6741
314	3095	6730
315	3105	6721
316	3115	6712
317	3125	6702
318	3134	6691
319	3142	6678
320	3151	6666
321	3160	6655
322	3170	6645
323	3178	6632
324	3187	6621
325	3196	6608
326	3206	6598
327	3214	6586
328	3223	6574
329	3232	6562
330	3241	6551
331	3250	6540
332	3259	6529
333	3269	6518
334	3277	6506
335	3287	6496
336	3296	6485
337	3305	6473
338	3314	6462
339	3323	6450
340	3332	6440
341	3341	6428
342	3349	6416
343	3358	6404
344	3366	6392
345	3375	6381
346	3384	6369
347	3393	6358
348	3402	6347
349	3411	6335
350	3420	6324
351	3429	6312
352	3437	6300
353	3445	6287
354	3453	6275
355	3462	6263
356	3472	6254
357	3481	6242
358	3490	6231
359	3500	6222
360	3508	6211
361	3517	6199
362	3527	6190
363	3536	6179
364	3545	6167
365	3553	6155
366	3562	6144
367	3571	6134
368	3581	6123
369	3590	6113
370	3599	6102
371	3608	6091
372	3617	6080
373	3625	6069
374	3634	6057
375	3643	6046
376	3653	6037
377	3662	6027
378	3671	6015
379	3680	6004
380	3689	5993
381	3699	5985
382	3710	5977
383	3720	5968
384	3730	5959
385	3739	5948
386	3749	5938
387	3757	5927
388	3766	5916
389	3775	5904
390	3784	5893
391	3792	5882
392	3801	5871
393	3811	5862
394	3820	5852
395	3829	5841
396	3839	5831
397	3849	5822
398	3859	5812
399	3868	5802
400	3878	5793
401	3887	5782
402	3897	5773
403	3906	5763
404	3916	5753
405	3925	5743
406	3934	5732
407	3944	5722
408	3953	5712
409	3962	5701
410	3971	5690
411	3980	5680
412	3989	5670
413	4000	5661
414	4010	5653
415	4020	5644
416	4030	5634
417	4039	5624
418	4049	5615
419	4058	5604
420	4068	5595
421	4077	5584
422	4086	5574
423	4096	5564
424	4105	5554
425	4115	5545
426	4125	5535
427	4134	5525
428	4143	5515
429	4152	5505
430	4162	5494
431	4171	5484
432	4180	5474
433	4190	5464
434	4200	5455
435	4210	5446
436	4221	5438
437	4231	5429
438	4240	5419
439	4250	5410
440	4261	5401
441	4271	5392
442	4281	5383
443	4292	5374
444	4302	5365
445	4313	5357
446	4322	5347
447	4331	5337
448	4341	5328
449	4350	5317
450	4361	5308
451	4371	5299
452	4381	5290
453	4391	5281
454	4401	5271
455	4412	5263
456	4422	5254
457	4433	5246
458	4444	5238
459	4453	5227
460	4462	5218
461	4473	5208
462	4483	5200
463	4494	5191
464	4505	5183
465	4515	5174
466	4525	5165
467	4535	5155
468	4545	5146
469	4556	5138
470	4566	5128
471	4575	5118
472	4585	5108
473	4595	5099
474	4605	5090
475	4616	5081
476	4626	5072
477	4636	5063
478	4646	5053
479	4655	5043
480	4666	5035
481	4676	5026
482	4687	5017
483	4698	5009
484	4711	5002
485	4723	4995
486	4735	4988
487	4744	4977
488	4754	4968
489	4764	4959
490	4776	4951
491	4786	4942
492	4797	4933
493	4807	4924
494	4818	4915
495	4828	4906
496	4839	4897
497	4850	4889
498	4859	4878
499	4868	4868
500	4878	4859
501	4888	4849
502	4898	4840
503	4907	4830
504	4917	4820
505	4927	4810
506	4936	4800
507	4946	4791
508	4955	4780
509	4965	4770
510	4975	4761
511	4984	4751
512	4994	4741
513	5004	4731
514	5015	4723
515	5025	4713
516	5035	4703
517	5044	4694
518	5054	4684
519	5063	4674
520	5072	4663
521	5083	4655
522	5092	4644
523	5102	4635
524	5112	4625
525	5120	4614
526	5130	4604
527	5140	4595
528	5150	4586
529	5160	4576
530	5171	4567
531	5181	4558
532	5192	4549
533	5202	4539
534	5211	4530
535	5222	4520
536	5230	4510
537	5239	4499
538	5250	4490
539	5261	4481
540	5270	4471
541	5279	4460
542	5289	4451
543	5299	4442
544	5308	4432
545	5317	4421
546	5326	4411
547	5335	4401
548	5345	4391
549	5355	4381
550	5365	4371
551	5374	4362
552	5385	4353
553	5396	4344
554	5405	4334
555	5416	4325
556	5426	4315
557	5437	4306
558	5446	4297
559	5458	4289
560	5468	4279
561	5478	4269
562	5488	4260
563	5498	4250
564	5508	4241
565	5518	4231
566	5529	4222
567	5538	4212
568	5549	4203
569	5559	4194
570	5569	4184
571	5578	4174
572	5589	4164
573	5598	4155
574	5608	4145
575	5618	4135
576	5629	4126
577	5638	4116
578	5649	4108
579	5659	4098
580	5671	4089
581	5682	4081
582	5692	4071
583	5702	4061
584	5713	4052
585	5722	4043
586	5733	4033
587	5743	4024
588	5753	4014
589	5763	4005
590	5773	3995
591	5781	3984
592	5791	3975
593	5801	3965
594	5811	3955
595	5821	3946
596	5831	3936
597	5840	3926
598	5850	3916
599	5860	3906
600	5870	3897
601	5879	3886
602	5888	3876
603	5898	3866
604	5907	3856
605	5916	3847
606	5926	3837
607	5937	3827
608	5946	3817
609	5954	3807
610	5965	3798
611	5975	3788
612	5984	3778
613	5993	3768
614	6003	3758
615	6012	3747
616	6021	3737
617	6029	3727
618	6039	3717
619	6047	3706
620	6056	3696
621	6065	3686
622	6075	3676
623	6084	3666
624	6092	3655
625	6101	3645
626	6110	3635
627	6119	3624
628	6127	3614
629	6136	3604
630	6145	3594
631	6155	3584
632	6166	3575
633	6175	3565
634	6186	3555
635	6196	3546
636	6206	3536
637	6216	3527
638	6229	3519
639	6241	3510
640	6251	3501
641	6260	3490
642	6269	3480
643	6278	3470
644	6286	3460
645	6294	3449
646	6303	3439
647	6312	3429
648	6322	3419
649	6331	3409
650	6340	3399
651	6349	3389
652	6358	3378
653	6366	3368
654	6375	3357
655	6383	3347
656	6392	3337
657	6400	3326
658	6409	3316
659	6419	3306
660	6428	3296
661	6437	3286
662	6447	3277
663	6457	3267
664	6467	3257
665	6475	3247
666	6485	3237
667	6495	3228
668	6505	3218
669	6515	3208
670	6524	3199
671	6534	3189
672	6543	3179
673	6553	3169
674	6563	3160
675	6573	3150
676	6584	3141
677	6593	3131
678	6602	3121
679	6611	3111
680	6621	3101
681	6630	3091
682	6639	3081
683	6648	3071
684	6657	3061
685	6666	3051
686	6674	3040
687	6683	3030
688	6692	3020
689	6700	3010
690	6709	3000
691	6718	2990
692	6728	2980
693	6737	2970
694	6746	2960
695	6755	2950
696	6763	2940
697	6772	2930
698	6781	2920
699	6789	2909
700	6798	2899
701	6807	2889
702	6815	2879
703	6824	2869
704	6833	2859
705	6842	2849
706	6851	2839
707	6860	2829
708	6870	2819
709	6879	2810
710	6888	2799
711	6897	2789
712	6907	2780
713	6915	2770
714	6924	2759
715	6933	2750
716	6942	2740
717	6950	2729
718	6960	2720
719	6968	2710
720	6977	2699
721	6986	2689
722	6994	2679
723	7003	2669
724	7012	2660
725	7021	2650
726	7030	2640
727	7041	2630
728	7051	2621
729	7060	2611
730	7069	2601
731	7078	2591
732	7087	2581
733	7096	2571
734	7105	2561
735	7116	2552
736	7125	2542
737	7134	2532
738	7142	2522
739	7152	2512
740	7161	2503
741	7170	2493
742	7179	2483
743	7187	2473
744	7196	2463
745	7205	2453
746	7214	2443
747	7223	2433
748	7233	2423
749	7242	2414
750	7251	2404
751	7259	2394
752	7268	2384
753	7276	2373
754	7284	2363
755	7293	2354
756	7302	2344
757	7311	2334
758	7320	2324
759	7329	2314
760	7337	2304
761	7347	2294
762	7356	2284
763	7364	2274
764	7373	2265
765	7382	2255
766	7390	2245
767	7399	2235
768	7408	2225
769	7416	2215
770	7425	2205
771	7434	2195
772	7443	2185
773	7452	2175
774	7460	2166
775	7469	2156
776	7478	2146
777	7488	2136
778	7497	2126
779	7505	2117
780	7514	2107
781	7527	2098
782	7539	2089
783	7549	2080
784	7558	2070
785	7568	2060
786	7578	2051
787	7587	2041
788	7597	2031
789	7606	2022
790	7615	2012
791	7624	2002
792	7633	1992
793	7642	1982
794	7651	1972
795	7659	1963
796	7669	1953
797	7677	1943
798	7685	1933
799	7696	1924
800	7705	1914
801	7714	1904
802	7723	1894
803	7731	1884
804	7740	1874
805	7749	1865
806	7758	1855
807	7766	1845
808	7775	1835
809	7784	1825
810	7792	1816
811	7801	1806
812	7810	1796
813	7818	1786
814	7827	1776
815	7836	1766
816	7844	1757
817	7852	1747
818	7862	1737
819	7871	1727
820	7880	1718
821	7890	1708
822	7899	1698
823	7907	1688
824	7917	1679
825	7926	1669
826	7935	1660
827	7944	1650
828	7955	1640
829	7964	1631
830	7973	1621
831	7982	1611
832	7991	1602
833	8000	1592
834	8008	1582
835	8017	1572
836	8026	1563
837	8034	1553
838	8044	1543
839	8052	1533
840	8062	1524
841	8071	1514
842	8083	1505
843	8093	1495
844	8102	1486
845	8112	1476
846	8121	1467
847	8133	1457
848	8143	1448
849	8153	1438
850	8164	1429
851	8174	1419
852	8183	1410
853	8191	1400
854	8201	1390
855	8209	1381
856	8218	1371
857	8227	1361
858	8237	1352
859	8246	1342
860	8256	1332
861	8265	1323
862	8274	1313
863	8284	1303
864	8293	1294
865	8303	1284
866	8312	1275
867	8321	1265
868	8330	1255
869	8339	1246
870	8349	1236
871	8358	1226
872	8368	1217
873	8379	1208
874	8389	1198
875	8400	1189
876	8409	1179
877	8420	1170
878	8429	1160
879	8439	1150
880	8448	1141
881	8458	1131
882	8470	1122
883	8480	1112
884	8489	1103
885	8498	1093
886	8507	1083
887	8518	1074
888	8528	1064
889	8537	1055
890	8547	1045
891	8556	1036
892	8567	1026
893	8578	1017
894	8588	1007
895	8597	997
896	8607	988
897	8617	978
898	8626	969
899	8636	959
900	8646	950
901	8655	940
902	8665	930
903	8675	921
904	8685	911
905	8695	902
906	8705	892
907	8714	882
908	8723	873
909	8732	863
910	8740	853
911	8751	844
912	8761	834
913	8769	825
914	8779	815
915	8788	805
916	8797	796
917	8807	786
918	8816	777
919	8825	767
920	8834	757
921	8843	748
922	8853	738
923	8862	728
924	8872	719
925	8883	709
926	8893	700
927	8903	690
928	8912	681
929	8922	671
930	8930	661
931	8939	652
932	8949	642
933	8959	633
934	8967	623
935	8978	613
936	8988	604
937	8999	594
938	9009	585
939	9020	575
940	9030	566
941	9041	556
942	9051	547
943	9061	537
944	9071	527
945	9080	518
946	9089	508
947	9097	499
948	9105	489
949	9114	479
950	9123	470
951	9133	460
952	9143	450
953	9155	441
954	9166	431
955	9177	422
956	9186	412
957	9196	403
958	9206	393
959	9217	384
960	9227	374
961	9236	364
962	9247	355
963	9256	345
964	9265	336
965	9273	326
966	9282	316
967	9292	307
968	9302	297
969	9312	288
970	9322	278
971	9332	268
972	9342	259
973	9353	249
974	9361	240
975	9370	230
976	9379	220
977	9389	211
978	9398	201
979	9407	191
980	9417	182
981	9428	172
982	9438	163
983	9447	153
984	9456	144
985	9467	134
986	9476	124
987	9487	115
988	9497	105
989	9506	96
990	9515	86
991	9524	76
992	9534	67
993	9543	57
994	9554	48
995	9563	38
996	9573	28
997	9581	19
998	9590	9
999	9599	0
